premise	hypothesis	entailment	reasoning_type	function_name	g_id
The restaurant is south of the bar. The bar is south of the library	The library is west of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The restaurant is south of the gym.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is south of the gym	The gym is north of the restaurant.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is south of the gym	The restaurant is north of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The gym is south of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The restaurant is northwest of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The gym is southeast of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The restaurant is west of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The gym is east of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The restaurant is northeast of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The gym is southwest of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The restaurant is east of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is south of the gym	The gym is west of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The restaurant is south of the library.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the library	The library is east of the restaurant.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the library	The library is north of the restaurant.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the library	The restaurant is west of the library.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the library	The restaurant is southwest of the library.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the library	The library is northeast of the restaurant.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the library	The restaurant is southwest of the library.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The library is north of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The restaurant is northwest of the library.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The library is southwest of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The restaurant is northeast of the library.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The library is south of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The restaurant is southeast of the library.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The library is northwest of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The restaurant is west of the library.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The library is northeast of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The restaurant is east of the library.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the library	The library is southeast of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The restaurant is south of the gym.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the gym	The gym is east of the restaurant.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the gym	The gym is north of the restaurant.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the gym	The restaurant is west of the gym.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the gym	The restaurant is southwest of the gym.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the gym	The gym is northeast of the restaurant.	entailment	orientation	cardinals_one_hop	0
The restaurant is south of the bar. The bar is west of the gym	The restaurant is southwest of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The gym is north of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The restaurant is northwest of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The gym is southwest of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The restaurant is northeast of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The gym is south of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The restaurant is southeast of the gym.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The gym is northwest of the restaurant.	contradiction	orientation	cardinals_one_hop	1
The restaurant is south of the bar. The bar is west of the gym	The restaurant is west of the gym.	contradiction	orientation	cardinals_one_hop	1
